Patient_ID,ATP5F1B,CAPZB,CAT,CCDC124,CCT3,CCT7,CCT8,CDC73,CHD4,COPA,COPB1,COPG1,CORO1B,CPSF6,CS,DARS1,DDOST,DDX17,DHX9,DYNC1H1,EEF2,EFTUD2,EIF3A,EIF3F,EIF3I,EIF3L,ELAVL1,HBB,HDLBP,HNRNPK,HNRNPR,HNRNPUL2,HSPA9,IARS1,ILF2,ILF3,MAP4,MAT2B,MATR3,PABPC1,PCBP2,PPP1CC,PPP2R1A,PRKDC,PSMA2,PSMA3,PSMA6,PSMB3,PSMC2,PSMD11,PSMD12,PSMD2,PSMD3,PTBP1,RARS1,RBM39,RPL10,RPL12,RPL13,RPL14,RPL18,RPL24,RPL4,RPL6,RPL7,RPN1,RPN2,RPS12,RPS13,RPS19,RPS5,RPS7,RPSA,SARNP,SEC22B,SF3A1,SF3B1,SFPQ,SNX2,SRP14,STIP1,TCERG1,TUBA1B,TUBB4B,TUFM,UQCRFS1,USP14,XRCC5,XRCC6,YWHAE
278116,0.449479429,0.278566779,0.728198538,0.718792086,0.284794903,0.630632043,0.746323938,0.698681882,0.493861827,0.453251639,0.67772674,0.322428212,0.844560913,0.598740624,0.125969889,0.251958451,0.797234434,-0.044984424,0.436537182,0.322035792,0.387099772,0.425568815,0.767649062,0.816073869,0.512261802,0.545991155,0.468497933,-0.080980392,0.825369126,0.431228842,0.384291095,0.480817105,0.338380552,0.708666179,0.561858664,0.464261538,0.490424883,0.445022675,0.66263559,0.236357531,0.526972812,0.752006107,0.593222745,-0.08184107,0.560634455,0.533938408,0.531383819,0.634422368,0.494479845,0.018465818,0.772997175,-0.011663596,0.219657462,0.450090122,0.328320806,0.427026767,0.709590786,0.4475478,0.322591239,0.702010757,0.383164515,0.568729392,0.419309751,0.420368113,0.325711659,0.638587852,0.885949307,0.457116673,0.41440253,0.360821159,0.329647797,0.615003445,0.600560169,0.541124916,0.569367307,0.453888214,-0.03822619,0.092490921,0.531804906,0.809751662,0.495060762,0.311884827,0.535624596,0.502456415,0.370573278,-0.087166301,0.344270709,0.639942766,0.587468275,0.618036457
279949,-0.170752438,0.209580487,-0.969243762,0.00356798,-0.395830906,-0.069344131,-0.464025819,-0.068545006,-0.283032334,-0.158092474,0.166615997,-0.116275929,-0.158922301,-0.087447246,-0.243460059,-0.49090019,-0.273620084,-0.28183094,-0.115656529,-0.090133484,-0.259125763,-0.232917474,-0.535650171,-0.494887816,-0.460756814,-0.473855242,0.05602224,-0.829404217,0.311834814,-0.317241369,-0.240126575,0.500990288,-0.345911685,0.032070972,-0.087531426,0.029591844,0.615683747,-0.375263796,-0.065478377,-0.158984885,0.014853958,0.436679845,0.127829561,-0.276403127,-0.5407054,-0.747978225,-0.495290851,-0.703381127,-0.192766354,-0.175526887,-0.458491305,-0.417457609,-0.404660483,-0.1413955,-0.153953751,-0.314365477,0.04177896,-0.150202047,-0.155631154,-0.186568701,-0.077444149,0.135858899,-0.026194216,-0.533853906,-0.316250472,-0.356790771,-0.487544019,0.012657003,-0.067745016,0.248828571,0.175434048,-0.431250244,-0.373930327,0.14957958,0.241172569,-0.087314569,-0.302574944,-0.230796578,0.101836607,-0.092736005,-0.335032204,-0.049043311,-0.03287903,-0.024883223,-0.09203265,-0.466495853,-0.169881465,0.14073311,0.11777334,-0.224332243
286391,0.275800631,0.476819917,1.159436741,0.368363968,0.204962876,0.232581547,0.685488206,0.180120589,0.321028468,0.171271504,0.342480056,-0.239499859,1.483236161,-0.254261677,-0.316928035,-0.19602596,0.177611209,-0.094134263,0.416451705,0.322111649,-0.07350676,-0.118311691,0.033093885,0.165045888,0.323729241,-0.273162638,-0.162677396,1.144736384,0.187242169,0.526753519,0.104390803,-0.159355546,-0.065877466,0.369019831,0.41314947,0.370951743,1.117700468,0.736199528,-0.31399473,-0.235281784,-0.221908727,-0.694387119,0.344156263,-0.041777576,1.061414015,1.052828869,1.218801074,0.586175737,0.830619767,-0.184011069,-0.238327953,0.012428804,-0.21055255,0.482505845,0.113807959,0.463205913,0.274550597,-0.682458223,0.585332829,-0.287086975,0.371086164,0.443774369,0.413074572,0.466161538,0.317429958,0.471040337,-0.139328662,-0.125061825,0.521638373,0.314226127,-0.688662978,0.605689561,0.162135432,0.25014202,0.402196511,0.21158985,0.01661409,-0.161604246,1.151446877,0.227128015,0.350320033,0.423322486,0.339376978,0.310388565,0.474635762,-0.023097357,0.471112795,0.595337438,0.585216648,0.447174188
289328,0.402864883,-0.50361686,-0.965141936,0.334292662,-0.519948462,-0.540183767,-0.63652846,-0.120003272,-1.179141285,0.167057676,0.417962486,0.077154938,-0.26577559,-0.22147288,-0.246826451,-0.285640052,0.234816828,-0.336956965,-0.309038694,0.082833697,-0.200390934,-0.581827566,-0.332440703,-0.186048064,-0.060567922,0.039256265,-0.869058823,-0.451959072,0.343279515,-0.342676631,-0.629959566,-0.896187024,-0.228043931,0.193935844,-0.40479,-0.390555384,0.340470672,-0.379393427,-0.839615401,-0.457593659,-0.281212237,-0.549596716,-1.042202216,-0.337620156,-0.065315021,-1.369074638,-0.38611164,-0.559333924,0.09682397,-0.501164805,-0.516670181,-0.488880607,-0.431615751,-0.524808754,-0.274633403,-0.19651142,-0.439992316,-0.52510109,0.467520488,-0.268589826,0.166322255,0.077967024,0.076758834,0.275329556,-0.354285006,0.266829305,0.131397887,-0.475168638,0.069003254,0.059779977,-0.364784774,0.01080195,0.297625721,-0.039879015,-0.061991794,-0.439426316,-0.305787046,-0.45834616,-0.261986837,0.010241838,-0.508648729,-0.062137471,-0.175398058,-0.100111069,0.001520052,0.227348465,-0.986081165,-0.468343014,-0.455816726,-0.497772272
286221,-0.635031645,-0.80911614,0.440252647,-0.5226013,-1.004794907,-0.856929096,-1.181147634,-0.76899195,-1.186590755,-1.447981866,-1.146987541,-1.074413723,-0.893217882,-0.984776305,-1.47057208,-1.071764129,-1.160836319,-0.638150217,-0.850652496,-1.017045909,-1.052538813,-1.203342491,-1.073454408,-1.06736107,-1.035409449,-1.433322678,-1.271539266,0.396177298,-1.474321767,-0.867890014,-1.034342669,-1.459347391,-1.103307668,-1.122261173,-0.865784268,-0.695961181,-0.496092313,-1.23651526,-1.051111953,-1.439191986,-1.462135953,-1.175151351,-1.334391437,-0.782516609,-0.087267045,-0.831378837,-0.756507858,-0.902058297,-0.640380599,-0.783176161,-1.747241848,-0.719474885,-1.420385308,-1.18506279,-1.763712567,-0.784713325,-0.855472322,-1.456521074,-0.813296444,-1.142610691,-0.637088906,-0.895923157,-0.832803951,-0.921915332,-1.164362276,-0.950473993,-1.353791635,-1.059017032,-0.911198674,-0.846123201,-1.361301336,-1.406095074,-0.959875974,-0.379700055,-1.712957818,-1.02575285,-0.620121514,-0.898414598,-0.789909888,-0.792756319,-1.167362456,-0.970233248,-0.352563888,-0.367416416,-1.065518216,-0.956036357,-0.967413468,-1.138056584,-1.2815793,-0.634706938
282436,0.582175938,0.927518731,1.2408685,0.689699883,-0.099584406,0.097930474,0.228888826,0.054630767,0.245250357,0.651817744,0.500781469,0.390527004,0.953997519,0.374227452,0.367896687,0.076665988,0.771675365,0.081810667,0.418166269,0.738869983,0.225064887,0.334924895,0.557079188,0.408491524,0.523356846,0.535784484,0.519812137,0.807041688,0.823634813,0.810861769,0.251342483,0.610976719,0.371818909,0.543586974,0.565818347,0.498619242,0.857645712,0.435420191,0.603216007,0.717060093,0.497782093,0.699618629,-0.065095981,-0.006020093,0.511078066,0.396130706,0.546870509,0.78293537,0.532081484,0.0996307,0.581598907,0.0215062,0.457976152,0.718389123,0.232743385,0.557714247,0.651810533,0.817406961,0.920031021,0.911822045,0.795992218,0.855297767,0.878516494,0.949947628,0.739161331,0.707103538,0.67578902,0.358696897,0.871023286,1.13853253,0.955745838,1.069586039,0.899745659,0.718875184,0.823844735,0.332435357,-0.049156128,0.214422816,1.112435587,0.521809731,0.326778641,0.528378496,0.521996116,0.441317923,0.367618531,0.638582835,0.178804069,0.45846197,0.431839004,0.342884295
276842,1.145125585,0.902853228,-0.890371296,1.047823652,0.916707484,1.328658836,1.393215211,1.454516785,1.758946385,0.842598363,0.706324482,0.311757916,1.191603722,1.558685433,0.958637409,0.870922726,0.920265603,0.652907964,1.345805589,0.9860837,0.812757466,1.887367692,1.404689509,1.146432886,0.819211111,1.123919564,2.030226404,-0.509730631,0.470848084,2.208912038,1.667295346,2.254079566,1.235268022,0.38289248,1.709156677,1.758509742,0.751369168,1.718032248,2.181505247,1.035179313,1.97381047,1.58910208,1.798101896,0.500869312,0.932421701,1.37631278,1.107047949,1.00012908,1.180166418,0.535530961,1.488357425,0.416396677,1.558888773,2.025116347,0.883743439,1.980745422,0.873746131,1.0080424,1.137403708,1.005676204,0.851433345,1.138259384,1.022934018,0.867349218,0.73362985,1.112337548,1.041182586,0.965775303,1.043208879,1.311021111,1.29693308,0.629198785,0.746741682,1.491266782,1.425572173,2.401970537,0.604663778,0.985233574,0.877863524,1.638638923,1.625529119,1.886007804,0.760785297,0.993153423,1.225148181,1.406982418,1.198657001,2.155668351,2.02694074,1.946550225
288697,-0.546585738,-0.920020144,-0.125195024,-0.3962493,-1.151901873,-1.044434685,-1.444013079,-0.485584863,-0.997426419,-1.396982372,-1.214909174,-0.970651714,-0.876023176,-0.540336611,-1.107087536,-1.237300805,-0.87572292,-0.554482468,-0.617427988,-1.002519764,-1.119303471,-1.18873277,-1.228212815,-1.347457791,-0.894326264,-1.177114805,-1.185407973,-7.06E-05,-1.316799552,-0.693194329,-0.83651592,-1.772103722,-0.97392098,-1.058975426,-0.759076242,-0.917047335,-0.464643949,-0.811175481,-1.160239425,-1.19369717,-1.077777999,-1.333147221,-1.768455965,-0.713492351,-0.552205865,-0.529061808,-0.447431872,-1.371460915,-0.670616498,-0.710785202,-1.292220257,-0.712569445,-1.998276279,-1.068960323,-1.57549599,-0.88147058,-1.315819683,-1.620342852,-0.854712831,-1.281051483,-0.951385452,-1.23027925,-0.972208079,-1.266058352,-1.227454223,-1.039091906,-1.161920661,-1.192875218,-1.23808889,-1.033275839,-1.574703639,-1.540498589,-0.894945566,-0.552039205,-1.324212016,-0.983169033,-0.598527712,-0.833558517,-1.103832277,-0.950661185,-1.709516355,-0.501018998,-0.505789392,-0.449933324,-0.930770259,-0.643016431,-1.401731633,-0.842264072,-1.022677744,-0.996519174
286257,-1.075253441,-0.633364325,0.449965233,-0.713927168,-1.244083898,-1.024210872,-1.617891302,-1.49074663,-2.144916682,-1.81087983,-1.41987019,-1.351890403,-0.856484302,-1.079170649,-1.968591017,-1.412227416,-1.20263896,-0.799612928,-1.276181121,-1.225585095,-1.273205728,-1.841180913,-1.635837098,-1.986066851,-1.796814367,-1.885547377,-1.552522019,0.731091962,-1.53845178,-1.274721133,-1.643111245,-1.41240712,-1.448166765,-1.329935113,-1.545228203,-1.122633706,-0.306603055,-0.951292596,-1.32077803,-1.558064007,-1.423107145,-1.45396433,-1.363730313,-1.016834185,-0.57366203,-1.530464006,-0.467256031,-1.136628498,-0.769032974,-0.816099704,-1.68164191,-0.792283305,-1.460399255,-1.503691406,-1.841630095,-1.717285235,-1.045562916,-1.578252449,-1.11353987,-1.328596356,-0.8412484,-1.13648907,-0.835406284,-1.102897981,-1.228518031,-1.174541318,-1.850456905,-0.856579746,-0.857884968,-1.143530554,-1.265383969,-1.522417843,-1.317892544,-0.951576305,-1.381616188,-1.199615113,-1.102372876,-1.017627795,-0.546541667,-1.317269497,-1.290576827,-0.997320167,-0.533910106,-0.598259153,-1.476687581,-1.513590321,-0.833815899,-1.647321147,-1.809714143,-0.943393536
275175,0.102296026,0.20958215,1.132350693,0.227818495,0.051561989,0.329295247,0.346338206,-0.020297352,-0.169704636,-0.196564114,-0.198020284,0.01188182,-0.227490371,0.278758061,-0.149427161,-0.071272345,0.075855573,-0.302990398,0.093007036,0.13771597,-0.171980033,-0.189500363,-0.165358305,-0.231963096,-0.097760372,-0.152364701,-0.15555801,0.970794401,0.066112175,-0.028584094,-0.171676392,0.045793568,-0.10027477,-0.25225724,-0.118289536,-0.137353846,-0.023136399,-0.117454005,0.115295173,-0.211811594,0.094346359,-0.141515352,0.312664476,-0.205807131,0.3640537,0.719742076,0.455673309,0.114130463,0.359937437,-0.108600202,0.397863419,-0.101775564,0.123729791,0.108128879,-0.073537094,-0.070488243,0.076088617,-0.430589032,-0.084043178,0.171400181,-0.017082807,0.193151429,-0.052941413,0.169927734,-0.233030576,-0.047218755,0.093590908,0.164393117,0.200593101,-0.289102767,0.065144609,-0.040350877,-0.019285234,0.145293466,0.426140982,-0.051823776,-0.356931072,-0.244463403,0.502055588,0.092788224,0.351137344,-0.242691984,0.102734267,0.060958773,-0.09568984,-0.363234502,0.441062117,-0.053441704,-0.095389493,0.273557025
